pincode,city,rainfall,temperature,aqi,traffic,platform_down,historical_orders,current_orders,income,incentive,total_income,disruption_label
500081,Hyderabad,134.48050503085327,28.964643223876557,69.85907448770281,0.7166248248169236,False,149,104,3120,500,3620,1
560001,Bangalore,136.0522256794956,40.24703771636706,58.10007242336857,0.8578380291002088,False,148,73,2190,500,2690,1
625020,Madurai,68.70692914410596,36.42712044198832,163.22383495016584,0.5941624095923443,False,82,82,2460,500,2960,0
641001,Coimbatore,12.445720698638162,37.16827070380021,175.3487653669644,0.9707454058250495,False,110,88,2640,500,3140,0
636001,Salem,139.4860172622199,42.145686703459766,121.54373151960466,0.9379115598412702,False,80,24,720,300,1020,1
560001,Bangalore,119.93691622018571,29.92661192598178,249.99125222325978,0.7300395432022537,False,121,84,2520,500,3020,1
641035,Coimbatore,21.485475715582474,33.74716249519315,291.37554012048395,0.9764535053206396,False,97,77,2310,500,2810,0
500081,Hyderabad,9.783046655810324,39.19848387678584,263.63794833374686,0.5827162588166361,False,118,118,3540,500,4040,0
636001,Salem,85.44920263355387,41.158004546927465,339.0736715150263,0.5174807072909232,False,132,39,1170,500,1670,1
641035,Coimbatore,109.78321896028908,34.55973106240776,123.46139335320392,0.4054220969162952,False,100,70,2100,500,2600,1
636001,Salem,12.058873308943152,36.525460682381926,254.7464574405532,0.5077823262449037,False,111,111,3330,500,3830,0
600001,Chennai,115.27812085222054,34.79187237848076,81.8946541759376,0.8649534917818393,False,129,103,3090,500,3590,0
625001,Madurai,12.898546491002433,39.38972649492271,337.4498713736479,0.9786484883713975,False,85,51,1530,500,2030,1
625020,Madurai,0.9463760294659174,30.362557961213348,298.6324138109423,0.9078687723989975,False,101,80,2400,500,2900,0
600100,Chennai,36.1139166159071,41.64914152281314,133.05763182801,0.5325930701905666,False,123,98,2940,500,3440,0
500001,Hyderabad,11.323955688729642,42.35138429181852,322.1423434603392,0.707443064948261,False,128,76,2280,500,2780,1
625001,Madurai,51.68179744794904,26.11210478620879,234.79587345298071,0.5752997057195535,False,125,125,3750,500,4250,0
600100,Chennai,145.32273963535295,42.507546613206834,131.08735612641019,0.4315408105846048,False,132,65,1950,500,2450,1
636001,Salem,145.39510292200038,34.84805910254968,57.25087532906826,0.7027048668736373,False,88,43,1290,500,1790,1
560001,Bangalore,84.9149363319883,35.98767920375487,284.2620347649794,0.5563959730236745,True,148,88,2640,500,3140,1
560034,Bangalore,76.67378781737294,33.63230260129012,248.14644158148508,0.47323115230358725,False,137,137,4110,500,4610,0
625001,Madurai,139.68531406567405,30.97964175897468,284.34855972013634,0.31135013639136544,False,96,67,2010,500,2510,1
500081,Hyderabad,20.556873511199864,28.533521242360152,220.63680467320637,0.8824713577757033,False,96,76,2280,500,2780,0
625020,Madurai,72.93266861065787,44.4142812227296,281.87378610949685,0.7548548831453579,False,142,42,1260,500,1760,1
641001,Coimbatore,119.61262702080857,38.00886706939026,353.65802839876403,0.3144345322386368,False,115,57,1710,500,2210,1
560034,Bangalore,49.81568266369536,36.16071956697616,183.93360890258742,0.8816805854072767,False,148,148,4440,500,4940,0
500001,Hyderabad,2.730976848368827,27.644179985403664,104.87354536760157,0.5034773007007773,False,129,129,3870,500,4370,0
600020,Chennai,137.53508848771094,27.934633897210393,285.7514305358326,0.6866512109595404,False,92,64,1920,500,2420,1
641001,Coimbatore,30.10540297721265,43.970373076164016,67.33286294158293,0.453671426703516,False,112,89,2670,500,3170,0
625001,Madurai,116.59861178037283,41.67461126928008,65.36198223805513,0.6699357503103045,False,110,33,990,500,1490,1
641001,Coimbatore,93.45089262709452,40.55665593539685,155.1992273780404,0.9752053225547364,False,107,32,960,500,1460,1
625020,Madurai,137.40141276096324,39.26117433626367,162.85595126320902,0.46384692353328416,False,115,80,2400,500,2900,1
625020,Madurai,46.67737302866068,26.422265206474744,107.18888889804023,0.6703469492940028,False,98,78,2340,500,2840,0
641035,Coimbatore,9.598304936464375,40.06356875080773,174.33389976017767,0.9006617538345538,False,83,49,1470,500,1970,1
600020,Chennai,140.10342571605528,29.664419510684574,399.8466118570883,0.8344740840486033,False,100,49,1470,500,1970,1
560001,Bangalore,122.27499065640508,43.30266901683545,301.0181383409513,0.4769892670041536,False,150,45,1350,500,1850,1
600020,Chennai,103.42313383488279,44.616792075821245,394.3878150132051,0.6942417623091626,False,87,52,1560,500,2060,1
641001,Coimbatore,91.04486161070137,27.218920639789555,302.1701987619848,0.9503436960684009,False,118,35,1050,500,1550,1
600100,Chennai,142.4735798117627,33.23892986264882,96.20296240334204,0.7191528233623492,False,80,56,1680,500,2180,1
625001,Madurai,30.95433059950372,29.11749964913077,228.9026137362577,0.4203238994105409,False,90,90,2700,500,3200,0
625001,Madurai,43.30172319588546,32.860107553946854,254.93043283959264,0.9874008351297325,False,147,117,3510,500,4010,0
600020,Chennai,108.72394775671401,41.25304888321208,236.26515323768584,0.6483532087598962,False,143,114,3420,500,3920,0
500081,Hyderabad,44.98468592022332,41.34534571904559,71.1802060058832,0.5587240919387549,False,143,114,3420,500,3920,0
500001,Hyderabad,109.34741078929147,31.557287405028774,283.2952431408345,0.43002486635608317,False,143,100,3000,500,3500,1
500081,Hyderabad,59.35901914311012,37.945053168169224,358.969622553527,0.4246815825206867,False,120,96,2880,500,3380,0
641001,Coimbatore,136.66266540104837,35.49458354072347,158.29551795368297,0.8290523044300937,False,110,54,1620,500,2120,1
641035,Coimbatore,70.50002279003962,44.56578930192627,96.60249804901387,0.6908086539766032,False,82,65,1950,500,2450,0
625001,Madurai,65.9089885579196,32.252333324380785,94.42770728221542,0.36023518777953495,False,130,130,3900,500,4400,0
641035,Coimbatore,6.790098449711667,35.06553484760149,66.42791179972585,0.94712014077121,False,133,106,3180,500,3680,0
600020,Chennai,40.522615937708636,36.26313167308889,194.01307498575656,0.47590694194011113,False,138,138,4140,500,4640,0
625001,Madurai,72.66210820080447,38.898909926405175,356.0211633019991,0.5267159741903297,False,130,64,1920,500,2420,1
625020,Madurai,79.82179933438995,41.57882357294754,51.57862435545903,0.8731932357940806,False,102,30,900,500,1400,1
625001,Madurai,40.819353505429326,35.18927504118832,366.5639167628249,0.6300126349832469,False,108,86,2580,500,3080,0
500081,Hyderabad,38.454988715549185,32.05414078833711,84.82380625752624,0.4165423982541488,False,123,123,3690,500,4190,0
560001,Bangalore,110.06662149055596,26.458479522393365,150.13365640414833,0.32977566541391,False,131,91,2730,500,3230,1
636001,Salem,94.49362514629041,36.61782220257696,325.34175053697845,0.4064847489188732,False,141,70,2100,500,2600,1
641035,Coimbatore,94.89778756876052,28.85744511617461,104.73786111019089,0.6690028551892844,False,127,88,2640,500,3140,1
641035,Coimbatore,130.00832695143532,40.51503486143895,333.1749397795152,0.8571730311872938,False,90,27,810,500,1310,1
560034,Bangalore,90.71758025447494,43.754318631407955,375.03723476819937,0.9584143225154043,False,89,26,780,500,1280,1
560001,Bangalore,0.14845018940096155,43.54650063084678,395.6890773777701,0.6209271109506965,False,122,73,2190,500,2690,1
641001,Coimbatore,21.34677542059016,35.99333563067563,277.33293121021296,0.67856476388934,False,118,118,3540,500,4040,0
560001,Bangalore,124.60516439945789,37.887503592432054,293.2559792420838,0.8974758763958235,False,142,99,2970,500,3470,1
500001,Hyderabad,109.65354673044858,37.10558778908644,375.9906397630383,0.3699729707231732,False,90,44,1320,500,1820,1
600001,Chennai,126.52595486703139,38.646849168265774,67.40659795965229,0.6357187530699926,False,85,59,1770,500,2270,1
625001,Madurai,42.6252458689519,31.132164861981487,223.23031829115257,0.5375714563010257,False,113,113,3390,500,3890,0
600001,Chennai,79.89625663424,25.697399572739002,187.21908764261065,0.5531431567175713,False,143,143,4290,500,4790,0
600020,Chennai,44.71808542187568,28.267262902343454,260.2771283599796,0.33769724060289424,False,123,123,3690,500,4190,0
600001,Chennai,8.940810210410543,34.6769719739748,241.90932079164764,0.5700847584400646,False,96,96,2880,500,3380,0
500081,Hyderabad,146.95807119903577,34.88443578091867,160.022953463798,0.314648663897041,False,82,57,1710,500,2210,1
560001,Bangalore,132.92992910886915,38.55657999547468,338.655576155985,0.9384342492676847,False,91,27,810,500,1310,1
636001,Salem,19.884331511376917,37.5832061236822,191.01515134168955,0.40791826590895136,False,118,118,3540,500,4040,0
560034,Bangalore,41.73824982562596,26.661924340351177,189.79681693813987,0.8730472762881121,False,145,145,4350,500,4850,0
625020,Madurai,127.52078028458688,34.60340852904086,286.70940773473353,0.7783933125968492,False,129,64,1920,500,2420,1
625001,Madurai,148.51791403221696,43.4880020705033,197.73487771922424,0.4140806155347011,False,121,60,1800,500,2300,1
600100,Chennai,46.51449109205074,41.44813503103006,129.6596696460933,0.6043099705339823,False,83,66,1980,500,2480,0
500001,Hyderabad,26.048838842782352,44.72102478257253,138.39241002780523,0.4598560264190807,False,121,96,2880,500,3380,0
500081,Hyderabad,147.54308738367948,34.33887441349604,214.02401868130423,0.9554467365811694,False,136,67,2010,500,2510,1
641001,Coimbatore,82.4039416860732,31.17502515653478,169.15308758830648,0.7836080756819696,False,132,65,1950,500,2450,1
600100,Chennai,105.85994281794535,35.28973539558817,211.6398048675112,0.9103885718309781,False,118,94,2820,500,3320,0
500081,Hyderabad,30.398354809271932,28.693938202590424,277.73394737408466,0.9691410675151408,False,126,100,3000,500,3500,0
600100,Chennai,109.29461632543891,31.359122264886953,263.64762850609196,0.5947464096966875,False,92,92,2760,500,3260,0
641001,Coimbatore,25.755595935014448,25.563807077213674,220.6029968585618,0.36047396534498327,False,122,122,3660,500,4160,0
600020,Chennai,102.97348456579446,30.19099240898526,249.60201813473194,0.9787555219463242,False,83,66,1980,500,2480,0
600100,Chennai,117.26842174821932,31.309601928818836,343.25808109240813,0.6693529223635213,False,107,85,2550,500,3050,0
625001,Madurai,55.34682358419192,42.27175784134076,299.26575259349653,0.3825524927468499,False,87,69,2070,500,2570,0
600020,Chennai,36.81419921620938,43.75391003266196,200.240749272454,0.6306833608581479,False,149,119,3570,500,4070,0
641035,Coimbatore,109.50376907451317,35.66732263975039,150.86895552483708,0.5206462483194461,True,109,32,960,500,1460,1
600100,Chennai,93.01333426094881,31.02401149741276,74.1954958805969,0.6458129113008424,False,130,130,3900,500,4400,0
625020,Madurai,118.94400913828676,31.07387715339734,316.04535348078474,0.7144909380004199,False,87,26,780,500,1280,1
641001,Coimbatore,88.20440439043576,29.31915609808037,289.9520545172612,0.5317361094836717,False,109,76,2280,500,2780,1
600100,Chennai,103.7386508306667,37.24693608537745,278.3191314487741,0.6373110690123764,False,117,117,3510,500,4010,0
560001,Bangalore,1.6382077873480005,35.149197685323735,93.32449521061525,0.3493233752460724,False,109,109,3270,500,3770,0
560034,Bangalore,91.4539975141544,44.20973472089062,308.8848367937087,0.42883973947711707,False,108,32,960,500,1460,1
625001,Madurai,40.669398593851305,31.762836486430512,280.8789041596219,0.45517260225001427,False,127,127,3810,500,4310,0
625020,Madurai,97.37143563140742,37.798385689940325,252.80377650748795,0.5352597503424493,False,103,72,2160,500,2660,1
625001,Madurai,29.569437201896303,41.42279352923511,235.57309136796974,0.593186191447214,False,131,104,3120,500,3620,0
560034,Bangalore,70.47702110404713,29.240762255248082,52.16734694928473,0.4466552233733741,False,128,128,3840,500,4340,0
500001,Hyderabad,7.45071977134204,31.098843738695265,111.98582028582221,0.998305297722961,False,109,87,2610,500,3110,0
600001,Chennai,62.54397832067078,36.76439118804644,226.64091404606646,0.5846365630701926,False,102,102,3060,500,3560,0
500001,Hyderabad,43.74631203290763,34.052729533233936,85.04600043489445,0.6670514359599625,False,120,120,3600,500,4100,0
560034,Bangalore,26.609539379843383,44.7690975247616,320.62745828018734,0.5818051095033288,False,108,64,1920,500,2420,1
625020,Madurai,101.44816527272266,43.74431863755012,225.55876584768114,0.3845041132301122,False,130,64,1920,500,2420,1
636001,Salem,142.9660367536805,30.553663070424033,236.67588748277032,0.6101479864845315,False,81,56,1680,500,2180,1
625001,Madurai,93.58096618515658,44.94352637854758,87.50476824601981,0.6554439889041941,False,120,36,1080,500,1580,1
600100,Chennai,91.69941982435928,36.66589309153841,118.89667716319754,0.379536182460339,False,83,83,2490,500,2990,0
600020,Chennai,37.919685216465666,29.65130053869371,332.83858101320425,0.4812232852035181,False,127,101,3030,500,3530,0
641035,Coimbatore,57.33666195769483,25.400779461117274,346.70586468492354,0.44339190851613186,False,104,83,2490,500,2990,0
500001,Hyderabad,33.912352599003334,38.74609337685083,219.28052794778705,0.8446967694229974,False,142,113,3390,500,3890,0
625001,Madurai,124.23814933730036,31.149264236260898,95.64817829837051,0.7363732778306367,False,129,64,1920,500,2420,1
600001,Chennai,84.58514040452174,35.77839663353503,194.52151867569606,0.4189970342843381,False,131,131,3930,500,4430,0
600100,Chennai,134.30792839736097,40.82151157908238,385.39890563008055,0.4317445199206158,False,80,24,720,300,1020,1
600100,Chennai,45.99663113073481,43.62958655302457,125.0913743965118,0.820306934139466,False,99,79,2370,500,2870,0
636001,Salem,99.58467737356078,34.67112626007344,298.7884150780603,0.5547485497422642,False,130,91,2730,500,3230,1
500001,Hyderabad,60.885847853375616,29.269167762869095,280.86591689547265,0.9678438812092347,False,96,76,2280,500,2780,0
636001,Salem,84.40357118584781,37.765260633263864,349.42997433733024,0.7839124969981704,False,150,45,1350,500,1850,1
600020,Chennai,40.57924018220081,35.733253716505004,80.57758253813066,0.9876388919005401,False,120,96,2880,500,3380,0
636001,Salem,80.40240166952674,39.05392180219732,145.92325562623176,0.31221643872964083,False,119,83,2490,500,2990,1
636001,Salem,71.91295304176045,32.594349612104,166.41161567250077,0.8314439961129911,False,111,88,2640,500,3140,0
625020,Madurai,78.94585999121391,29.451570011977125,237.26652800989487,0.5051188999956745,False,90,62,1860,500,2360,1
636001,Salem,115.4941772832134,31.79800164723086,380.15020101298575,0.5768677839067413,False,91,45,1350,500,1850,1
625001,Madurai,4.943661082848005,25.306290484738415,308.2596451702118,0.7727284868450582,False,92,55,1650,500,2150,1
641001,Coimbatore,96.33726014171238,28.71740993349292,203.49089454260692,0.6950968577906049,False,85,59,1770,500,2270,1
641001,Coimbatore,109.0853236595753,38.179738311870345,57.55832645743958,0.6120389817104346,False,117,81,2430,500,2930,1
625001,Madurai,9.502666514761831,36.65715346222974,256.9091282266095,0.4440103555730687,False,109,109,3270,500,3770,0
500081,Hyderabad,62.366667105265925,42.230951617010845,351.6884015097262,0.934334127595934,False,106,42,1260,500,1760,1
560034,Bangalore,63.63621608803949,38.53712761844862,391.2237397081746,0.9977352471498295,True,142,42,1260,500,1760,1
600020,Chennai,123.40898314083546,28.049556395520163,300.8683314252486,0.4467335905281877,False,98,48,1440,500,1940,1
625020,Madurai,90.48951084440544,38.87848393543373,61.25691675573953,0.4913959057082199,False,120,84,2520,500,3020,1
560034,Bangalore,106.85052499336342,25.839465497984555,327.203867274854,0.4828424285654657,False,80,39,1170,500,1670,1
625001,Madurai,62.35451167091391,40.57738050844689,303.1342481055284,0.40506431292531064,False,128,76,2280,500,2780,1
600100,Chennai,101.4246161824817,42.32937006509245,117.80870668536338,0.30271367940433613,False,126,100,3000,500,3500,0
625020,Madurai,55.06181880920769,30.98082621192576,228.31031399725478,0.3819535477307635,False,105,105,3150,500,3650,0
600100,Chennai,1.498267823547561,25.12346958242977,135.19626737422158,0.8348937542981765,False,125,125,3750,500,4250,0
625020,Madurai,146.81915472473534,44.37330344796979,101.70054894918037,0.6859700632089496,False,119,35,1050,500,1550,1
625001,Madurai,8.114169895421263,35.9514634373768,53.971477137630444,0.40570369790156646,False,96,96,2880,500,3380,0
625020,Madurai,120.45070981718683,37.93945528629047,132.35186623149178,0.9305252954906735,False,142,70,2100,500,2600,1
500001,Hyderabad,7.075436601060725,44.74642015676074,121.3639688440284,0.41733321198552187,False,101,80,2400,500,2900,0
625020,Madurai,104.8381548116846,37.35421565578717,202.26797840935419,0.8202753377452949,False,114,56,1680,500,2180,1
600020,Chennai,85.77910795379866,27.097595014030297,87.4777710662963,0.35786833683401975,False,91,91,2730,500,3230,0
600100,Chennai,98.55859800080803,25.78742140511209,344.8556236325096,0.9518548764224688,False,90,54,1620,500,2120,1
641035,Coimbatore,82.54184892220212,29.7312558209036,397.3803358059906,0.42746387432928246,False,104,51,1530,500,2030,1
600100,Chennai,5.357712054679658,43.301929516221456,370.8142410633923,0.33075033610761323,False,143,85,2550,500,3050,1
500081,Hyderabad,147.16350029596512,40.46418544948568,348.65829379118344,0.6186163983429543,False,114,34,1020,500,1520,1
560001,Bangalore,115.50878675395151,30.95354950768352,168.17183880519985,0.8864115214196828,False,94,65,1950,500,2450,1
625001,Madurai,129.42652115440177,27.414855096085365,214.01492806579748,0.8918001250678342,False,85,42,1260,500,1760,1
600020,Chennai,64.41566073722856,34.54681115207093,308.2541617038052,0.3647311023196227,False,110,88,2640,500,3140,0
600100,Chennai,141.06797195122067,36.06120351543288,395.4911708235625,0.4962098296613855,False,107,53,1590,500,2090,1
636001,Salem,37.37148424337885,32.38738171066079,358.3255878338714,0.9095461447246103,True,105,31,930,500,1430,1
600001,Chennai,109.23829591514296,39.627822596588786,79.0052187244189,0.4541240805418546,False,105,105,3150,500,3650,0
641001,Coimbatore,146.32734180541297,25.218128579603324,151.46618871919418,0.8484065709960171,False,119,59,1770,500,2270,1
500001,Hyderabad,112.74637656964796,25.036303652045053,298.84811336169867,0.596855464947811,False,128,89,2670,500,3170,1
641035,Coimbatore,119.09342723702943,28.97763943384478,329.3111032613523,0.7337319169562455,False,99,29,870,500,1370,1
500081,Hyderabad,15.834419392236288,25.270911719101885,127.6415899169264,0.34358481590248163,False,90,90,2700,500,3200,0
600100,Chennai,78.30924632564951,40.59909222250303,95.71716640745213,0.4632758017611347,False,84,67,2010,500,2510,0
560034,Bangalore,34.551116287132174,35.157662525428535,374.63543840269574,0.5345949329598676,False,137,109,3270,500,3770,0
636001,Salem,126.32585188735271,27.002114543917774,271.6227450412048,0.777555177919649,False,120,59,1770,500,2270,1
625020,Madurai,145.3624584584862,37.42148633589818,105.00890621010674,0.5659481087181524,False,133,93,2790,500,3290,1
636001,Salem,103.0807454923611,30.826168479204313,176.47933705437617,0.9135140710062288,False,96,47,1410,500,1910,1
600020,Chennai,55.003839405542045,35.99891413920889,172.6222756998666,0.5224724016454569,False,134,134,4020,500,4520,0
636001,Salem,102.64660168190098,40.416220760357945,171.96717756763434,0.8821234484002638,False,117,35,1050,500,1550,1
600001,Chennai,39.81253339069365,40.59296336944588,217.3373487560729,0.5180711465927912,True,97,38,1140,500,1640,1
560034,Bangalore,38.50344906274014,32.9199224091917,102.9140027483705,0.6261343227577033,False,104,104,3120,500,3620,0
560001,Bangalore,123.45509687816426,43.13132079528551,350.5618149281431,0.5203271055529144,False,82,24,720,300,1020,1
625020,Madurai,12.18682679942652,42.01193058977988,156.8910321273212,0.3925123535246746,False,150,120,3600,500,4100,0
625020,Madurai,137.79969133532208,44.26080103580666,291.6727423501012,0.46728267269120827,False,113,56,1680,500,2180,1
